sample_id,subject,task,task_difficulty,y_nasa_true,y_nasa_xgb,weighted_step_score,nasa_reverse_true,nasa_reverse_xgb,S_true_step04,S_xgb_step04,S_true_step05,S_xgb_step05,S_true_step06,S_xgb_step06,S_true_step07,S_xgb_step07,S_true,S_xgb,S_xgb_minus_S_true
subject_04_task_4,4,4,中,6.266666666666667,4.128941535949707,0.9166666666666666,0.3733333333333333,0.5871058464050293,0.5906666666666667,0.7189301745096843,0.645,0.751886256535848,0.6993333333333333,0.7848423385620117,0.7536666666666666,0.8177984205881754,0.7536666666666666,0.8177984205881754,0.06413175392150883
subject_04_task_5_6,4,5_6,高,6.866666666666666,5.62131929397583,0.2,0.3133333333333333,0.4378680706024169,0.268,0.3427208423614501,0.25666666666666665,0.31893403530120845,0.24533333333333332,0.29514722824096673,0.23399999999999999,0.27136042118072506,0.23399999999999999,0.27136042118072506,0.03736042118072508
subject_05_task_1,5,1,中,4.066666666666666,4.545928955078125,0.9375,0.5933333333333334,0.5454071044921875,0.7310000000000001,0.7022442626953125,0.7654166666666666,0.7414535522460938,0.7998333333333334,0.7806628417968751,0.83425,0.8198721313476562,0.83425,0.8198721313476562,-0.014377868652343806
subject_05_task_4,5,4,中,5.733333333333333,5.552213668823242,0.0833333333333333,0.4266666666666666,0.4447786331176757,0.2893333333333333,0.3002005132039387,0.25499999999999995,0.2640559832255045,0.22066666666666662,0.22791145324707027,0.1863333333333333,0.19176692326863604,0.1863333333333333,0.19176692326863604,0.005433589935302741
subject_05_task_5_6,5,5_6,高,5.733333333333333,5.502829074859619,0.6,0.4266666666666666,0.4497170925140381,0.49599999999999994,0.5098302555084229,0.5133333333333333,0.524858546257019,0.5306666666666666,0.5398868370056152,0.548,0.5549151277542115,0.548,0.5549151277542115,0.0069151277542114364
subject_06_task_2,6,2,中,5.666666666666667,5.756525039672852,0.65,0.4333333333333333,0.4243474960327148,0.52,0.5146084976196289,0.5416666666666666,0.5371737480163574,0.5633333333333334,0.5597389984130859,0.585,0.5823042488098145,0.585,0.5823042488098145,-0.0026957511901855025
subject_06_task_3,6,3,低,5.0,2.5872950553894043,0.125,0.5,0.7412704944610595,0.35,0.4947622966766357,0.3125,0.43313524723052976,0.275,0.37150819778442384,0.23750000000000002,0.3098811483383179,0.23750000000000002,0.3098811483383179,0.07238114833831791
subject_06_task_5_6,6,5_6,高,6.266666666666667,4.230820178985596,0.4,0.3733333333333333,0.5769179821014404,0.384,0.5061507892608643,0.38666666666666666,0.4884589910507202,0.3893333333333333,0.47076719284057617,0.39199999999999996,0.4530753946304321,0.39199999999999996,0.4530753946304321,0.061075394630432156
subject_07_task_2,7,2,中,4.866666666666666,5.101964473724365,0.95,0.5133333333333334,0.4898035526275635,0.6880000000000001,0.6738821315765381,0.7316666666666667,0.7199017763137817,0.7753333333333333,0.7659214210510253,0.819,0.811941065788269,0.819,0.811941065788269,-0.007058934211730983
subject_07_task_3,7,3,低,4.066666666666666,3.724421977996826,0.5,0.5933333333333334,0.6275578022003174,0.556,0.5765346813201905,0.5466666666666666,0.5637789011001587,0.5373333333333333,0.551023120880127,0.528,0.5382673406600953,0.528,0.5382673406600953,0.01026734066009527
subject_07_task_5_6,7,5_6,高,6.866666666666666,6.260610580444336,0.6,0.3133333333333333,0.3739389419555664,0.42799999999999994,0.4643633651733398,0.45666666666666667,0.4869694709777832,0.4853333333333333,0.5095755767822265,0.514,0.5321816825866699,0.514,0.5321816825866699,0.018181682586669856
subject_08_task_1,8,1,中,5.533333333333333,5.690955638885498,0.9375,0.4466666666666666,0.4309044361114502,0.643,0.6335426616668701,0.6920833333333333,0.6842022180557251,0.7411666666666666,0.7348617744445801,0.79025,0.785521330833435,0.79025,0.785521330833435,-0.004728669166565003
subject_08_task_4,8,4,中,5.066666666666666,4.610749244689941,1.0,0.4933333333333334,0.5389250755310059,0.6960000000000001,0.7233550453186035,0.7466666666666667,0.7694625377655029,0.7973333333333333,0.8155700302124024,0.848,0.8616775226593018,0.848,0.8616775226593018,0.013677522659301777
subject_08_task_5_6,8,5_6,高,6.066666666666666,5.604897499084473,1.0,0.3933333333333333,0.4395102500915527,0.636,0.6637061500549316,0.6966666666666667,0.7197551250457763,0.7573333333333333,0.775804100036621,0.818,0.8318530750274657,0.818,0.8318530750274657,0.0138530750274658
subject_09_task_1,9,1,中,5.666666666666667,4.851247310638428,0.9375,0.4333333333333333,0.5148752689361572,0.635,0.6839251613616943,0.6854166666666667,0.7261876344680787,0.7358333333333333,0.7684501075744629,0.78625,0.8107125806808472,0.78625,0.8107125806808472,0.024462580680847168
subject_09_task_4,9,4,中,5.2,5.314089775085449,0.9166666666666666,0.48,0.4685910224914551,0.6546666666666667,0.6478212801615397,0.6983333333333333,0.6926288445790609,0.742,0.737436408996582,0.7856666666666666,0.7822439734141031,0.7856666666666666,0.7822439734141031,-0.0034226932525635023
subject_09_task_5_6,9,5_6,高,6.0,6.530057907104492,1.0,0.4,0.3469942092895508,0.64,0.6081965255737305,0.7,0.6734971046447754,0.76,0.7387976837158203,0.82,0.8040982627868652,0.82,0.8040982627868652,-0.015901737213134703
subject_10_task_2,10,2,中,4.4,5.814516544342041,0.9,0.5599999999999999,0.4185483455657959,0.696,0.6111290073394775,0.73,0.6592741727828979,0.764,0.7074193382263184,0.798,0.7555645036697388,0.798,0.7555645036697388,-0.042435496330261224
subject_10_task_3,10,3,低,4.4,4.276785850524902,0.875,0.5599999999999999,0.5723214149475098,0.6859999999999999,0.693392848968506,0.7175,0.7236607074737549,0.749,0.7539285659790039,0.7805,0.7841964244842529,0.7805,0.7841964244842529,0.0036964244842528915
subject_10_task_5_6,10,5_6,高,7.066666666666666,5.389206886291504,0.4,0.2933333333333333,0.4610793113708495,0.33599999999999997,0.4366475868225097,0.3466666666666667,0.43053965568542474,0.3573333333333333,0.4244317245483398,0.368,0.4183237934112548,0.368,0.4183237934112548,0.050323793411254814
subject_11_task_1,11,1,中,5.666666666666667,3.908844470977783,0.9375,0.4333333333333333,0.6091155529022216,0.635,0.7404693317413329,0.6854166666666667,0.7733077764511108,0.7358333333333333,0.8061462211608886,0.78625,0.8389846658706666,0.78625,0.8389846658706666,0.05273466587066655
subject_11_task_3,11,3,低,4.066666666666666,3.1430461406707764,0.125,0.5933333333333334,0.6856953859329223,0.406,0.4614172315597534,0.3591666666666667,0.40534769296646117,0.31233333333333335,0.34927815437316895,0.26550000000000007,0.2932086157798767,0.26550000000000007,0.2932086157798767,0.027708615779876655
subject_11_task_5_6,11,5_6,高,7.8,6.746484279632568,0.6,0.2199999999999999,0.3253515720367431,0.3719999999999999,0.43521094322204584,0.4099999999999999,0.46267578601837156,0.44799999999999995,0.4901406288146972,0.486,0.5176054716110229,0.486,0.5176054716110229,0.031605471611022895
subject_12_task_2,12,2,中,5.333333333333333,5.957439422607422,0.95,0.4666666666666667,0.4042560577392577,0.6599999999999999,0.6225536346435546,0.7083333333333333,0.6771280288696289,0.7566666666666666,0.731702423095703,0.8049999999999999,0.7862768173217772,0.8049999999999999,0.7862768173217772,-0.018723182678222705
subject_12_task_3,12,3,低,4.266666666666667,2.7675271034240723,0.5,0.5733333333333334,0.7232472896575928,0.544,0.6339483737945557,0.5366666666666666,0.6116236448287964,0.5293333333333333,0.5892989158630371,0.522,0.5669741868972779,0.522,0.5669741868972779,0.044974186897277835
subject_12_task_5_6,12,5_6,高,7.666666666666667,6.238314151763916,0.6,0.2333333333333332,0.3761685848236084,0.3799999999999999,0.465701150894165,0.4166666666666666,0.4880842924118042,0.45333333333333325,0.5104674339294434,0.48999999999999994,0.5328505754470825,0.48999999999999994,0.5328505754470825,0.04285057544708254
subject_13_task_3,13,3,低,2.2666666666666666,2.6583073139190674,0.875,0.7733333333333333,0.7341692686080933,0.8140000000000001,0.790501561164856,0.8241666666666667,0.8045846343040466,0.8343333333333334,0.8186677074432374,0.8445,0.8327507805824279,0.8445,0.8327507805824279,-0.011749219417572121
subject_13_task_5,13,5,低,2.2666666666666666,4.973015785217285,0.6666666666666666,0.7733333333333333,0.5026984214782715,0.7306666666666666,0.5682857195536295,0.72,0.584682544072469,0.7093333333333334,0.6010793685913085,0.6986666666666667,0.6174761931101481,0.6986666666666667,0.6174761931101481,-0.08119047355651854
subject_13_task_5_6,13,5_6,高,4.6,4.879652976989746,0.4285714285714285,0.54,0.5120347023010254,0.49542857142857144,0.4786493928091866,0.48428571428571426,0.47030306543622696,0.4731428571428571,0.46195673806326726,0.46199999999999997,0.4536104106903076,0.46199999999999997,0.4536104106903076,-0.008389589309692358
subject_14_task_3,14,3,低,1.3333333333333333,3.5160982608795166,1.0,0.8666666666666667,0.6483901739120483,0.92,0.7890341043472291,0.9333333333333333,0.8241950869560242,0.9466666666666667,0.8593560695648192,0.96,0.8945170521736145,0.96,0.8945170521736145,-0.06548294782638542
subject_14_task_5,14,5,低,3.466666666666667,4.821013927459717,0.3333333333333333,0.6533333333333333,0.5178986072540284,0.5253333333333333,0.4440724976857503,0.4933333333333333,0.4256159702936808,0.4613333333333334,0.4071594429016113,0.42933333333333334,0.38870291550954184,0.42933333333333334,0.38870291550954184,-0.04063041782379151
subject_14_task_5_6,14,5_6,高,4.733333333333333,3.708230495452881,0.1428571428571428,0.5266666666666666,0.6291769504547119,0.37314285714285705,0.43464902741568423,0.3347619047619047,0.38601704665592734,0.29638095238095236,0.33738506589617046,0.25799999999999995,0.2887530851364135,0.25799999999999995,0.2887530851364135,0.03075308513641356
subject_15_task_3,15,3,低,2.2666666666666666,3.819011211395264,1.0,0.7733333333333333,0.6180988788604737,0.864,0.7708593273162843,0.8866666666666667,0.8090494394302368,0.9093333333333333,0.8472395515441895,0.9319999999999999,0.885429663658142,0.9319999999999999,0.885429663658142,-0.04657033634185792
subject_15_task_5,15,5,低,2.6,4.423114776611328,0.3333333333333333,0.74,0.5576885223388672,0.5773333333333334,0.46794644673665364,0.5366666666666666,0.44551092783610025,0.496,0.42307540893554685,0.45533333333333337,0.4006398900349935,0.45533333333333337,0.4006398900349935,-0.05469344329833986
subject_15_task_5_6,15,5_6,高,7.333333333333333,5.825616836547852,0.2857142857142857,0.2666666666666667,0.4174383163452149,0.2742857142857143,0.3647487040928432,0.2761904761904762,0.3515763010297503,0.27809523809523806,0.3384038979666574,0.28,0.32523149490356446,0.28,0.32523149490356446,0.04523149490356443
subject_16_task_3,16,3,低,4.666666666666667,3.991471290588379,1.0,0.5333333333333333,0.6008528709411621,0.72,0.7605117225646973,0.7666666666666666,0.800426435470581,0.8133333333333334,0.8403411483764649,0.86,0.8802558612823486,0.86,0.8802558612823486,0.020255861282348575
subject_16_task_5,16,5,低,3.6,4.690519332885742,0.3333333333333333,0.64,0.5309480667114258,0.5173333333333333,0.4519021733601888,0.4866666666666667,0.4321407000223796,0.45599999999999996,0.4123792266845703,0.42533333333333334,0.3926177533467611,0.42533333333333334,0.3926177533467611,-0.03271557998657226
subject_16_task_5_6,16,5_6,高,6.066666666666666,5.825969219207764,0.4285714285714285,0.3933333333333333,0.4174030780792236,0.40742857142857136,0.4218704182761056,0.4109523809523809,0.42298725332532605,0.4144761904761904,0.4241040883745465,0.4179999999999999,0.42522092342376705,0.4179999999999999,0.42522092342376705,0.007220923423767123
subject_16_task_5_6_repeat_1,16,5_6,高,6.066666666666666,5.693789958953857,0.4285714285714285,0.3933333333333333,0.4306210041046142,0.40742857142857136,0.42980117389133987,0.4109523809523809,0.42959621633802136,0.4144761904761904,0.42939125878470275,0.4179999999999999,0.42918630123138424,0.4179999999999999,0.42918630123138424,0.01118630123138431
subject_17_task_4,17,4,中,4.266666666666667,4.111086845397949,1.0,0.5733333333333334,0.5888913154602051,0.744,0.7533347892761231,0.7866666666666666,0.7944456577301026,0.8293333333333334,0.835556526184082,0.872,0.8766673946380615,0.872,0.8766673946380615,0.004667394638061539
subject_17_task_5,17,5,低,2.2666666666666666,2.8932597637176514,0.3333333333333333,0.7733333333333333,0.7106740236282348,0.5973333333333333,0.5597377475102743,0.5533333333333333,0.5220036784807841,0.5093333333333333,0.48426960945129394,0.4653333333333334,0.44653554042180377,0.4653333333333334,0.44653554042180377,-0.01879779291152961
subject_17_task_5_6,17,5_6,高,6.4,6.093703746795654,1.0,0.36,0.3906296253204345,0.616,0.6343777751922607,0.6799999999999999,0.6953148126602172,0.744,0.7562518501281738,0.8079999999999999,0.8171888875961303,0.8079999999999999,0.8171888875961303,0.009188887596130346
subject_18_task_3,18,3,低,3.1333333333333333,2.563077449798584,1.0,0.6866666666666666,0.7436922550201416,0.812,0.846215353012085,0.8433333333333333,0.8718461275100708,0.8746666666666667,0.8974769020080566,0.9059999999999999,0.9231076765060424,0.9059999999999999,0.9231076765060424,0.017107676506042502
subject_18_task_5,18,5,低,3.8666666666666663,4.974889755249023,1.0,0.6133333333333334,0.5025110244750977,0.768,0.7015066146850586,0.8066666666666666,0.7512555122375488,0.8453333333333334,0.8010044097900391,0.884,0.8507533073425293,0.884,0.8507533073425293,-0.03324669265747071
subject_18_task_5_6,18,5_6,高,6.6,6.279009819030762,0.8571428571428571,0.3400000000000001,0.3720990180969238,0.5468571428571429,0.5661165537152971,0.5985714285714285,0.6146209376198905,0.6502857142857142,0.6631253215244838,0.702,0.7116297054290771,0.702,0.7116297054290771,0.009629705429077151
subject_19_task_3,19,3,低,2.8666666666666667,3.381072759628296,0.875,0.7133333333333334,0.6618927240371704,0.778,0.7471356344223022,0.7941666666666667,0.7684463620185852,0.8103333333333333,0.7897570896148682,0.8265,0.8110678172111511,0.8265,0.8110678172111511,-0.015432182788848947
subject_19_task_5,19,5,低,3.8666666666666663,4.826991558074951,0.6666666666666666,0.6133333333333334,0.5173008441925049,0.6346666666666667,0.5770471731821696,0.64,0.5919837554295857,0.6453333333333333,0.6069203376770019,0.6506666666666667,0.6218569199244182,0.6506666666666667,0.6218569199244182,-0.028809746742248565
subject_19_task_5_6,19,5_6,高,5.733333333333333,5.899782657623291,0.8571428571428571,0.4266666666666666,0.4100217342376708,0.5988571428571428,0.5888701833997454,0.6419047619047619,0.6335822956902639,0.6849523809523809,0.6782944079807826,0.728,0.7230065202713012,0.728,0.7230065202713012,-0.004993479728698791
subject_19_task_5_repeat_1,19,5,低,3.8666666666666663,4.705895900726318,0.6666666666666666,0.6133333333333334,0.5294104099273682,0.6346666666666667,0.5843129126230876,0.64,0.5980385382970175,0.6453333333333333,0.6117641639709472,0.6506666666666667,0.6254897896448771,0.6506666666666667,0.6254897896448771,-0.025176877021789612
subject_20_task_3,20,3,低,1.6,3.9698596000671382,0.875,0.84,0.6030140399932862,0.8540000000000001,0.7118084239959717,0.8574999999999999,0.7390070199966431,0.861,0.7662056159973145,0.8644999999999999,0.7934042119979858,0.8644999999999999,0.7934042119979858,-0.0710957880020141
subject_20_task_4,20,4,中,5.666666666666667,5.15792179107666,0.1666666666666666,0.4333333333333333,0.4842078208923339,0.3266666666666666,0.35719135920206696,0.29999999999999993,0.32543724377950023,0.2733333333333333,0.29368312835693355,0.24666666666666662,0.26192901293436677,0.24666666666666662,0.26192901293436677,0.01526234626770015
subject_20_task_5_6_repeat_1,20,5_6,高,7.4,6.44955587387085,0.2857142857142857,0.26,0.3550444126129151,0.2702857142857143,0.32731236185346335,0.27285714285714285,0.3203793491636004,0.2754285714285714,0.31344633647373743,0.278,0.3065133237838745,0.278,0.3065133237838745,0.0285133237838745
subject_20_task_5_6_repeat_2,20,5_6,高,6.733333333333333,6.251538276672363,0.2857142857142857,0.3266666666666666,0.3748461723327636,0.3102857142857142,0.3391934176853725,0.3061904761904761,0.33028022902352466,0.3020952380952381,0.32136704036167685,0.298,0.3124538516998291,0.298,0.3124538516998291,0.014453851699829101
subject_21_task_3,21,3,低,2.3333333333333335,3.674089193344116,1.0,0.7666666666666666,0.6325910806655883,0.86,0.779554648399353,0.8833333333333333,0.8162955403327942,0.9066666666666666,0.8530364322662354,0.9299999999999999,0.8897773241996765,0.9299999999999999,0.8897773241996765,-0.04022267580032346
subject_21_task_4,21,4,中,3.6,5.199287414550781,0.25,0.64,0.4800712585449218,0.484,0.3880427551269531,0.445,0.3650356292724609,0.406,0.34202850341796875,0.367,0.31902137756347654,0.367,0.31902137756347654,-0.047978622436523455
subject_21_task_5,21,5,低,2.6,4.849009037017822,0.6666666666666666,0.74,0.5150990962982178,0.7106666666666667,0.5757261244455973,0.7033333333333334,0.5908828814824423,0.696,0.6060396385192871,0.6886666666666666,0.6211963955561319,0.6886666666666666,0.6211963955561319,-0.06747027111053472
subject_21_task_5_6,21,5_6,高,7.133333333333334,6.129454612731934,0.5714285714285714,0.2866666666666666,0.3870545387268066,0.4005714285714285,0.46080415180751255,0.429047619047619,0.479241555077689,0.45752380952380944,0.49767895834786546,0.486,0.516116361618042,0.486,0.516116361618042,0.030116361618041987
subject_22_task_3,22,3,低,2.2666666666666666,2.0603432655334473,1.0,0.7733333333333333,0.7939656734466553,0.864,0.8763794040679931,0.8866666666666667,0.8969828367233277,0.9093333333333333,0.9175862693786621,0.9319999999999999,0.9381897020339965,0.9319999999999999,0.9381897020339965,0.0061897020339966025
subject_22_task_4,22,4,中,4.733333333333333,4.602705001831055,1.0,0.5266666666666666,0.5397294998168946,0.716,0.7238376998901368,0.7633333333333333,0.7698647499084472,0.8106666666666666,0.8158917999267579,0.858,0.8619188499450683,0.858,0.8619188499450683,0.003918849945068303
subject_22_task_5,22,5,低,3.2666666666666666,5.538761138916016,0.6666666666666666,0.6733333333333333,0.4461238861083985,0.6706666666666666,0.5343409983317058,0.6699999999999999,0.5563952763875326,0.6693333333333333,0.5784495544433594,0.6686666666666666,0.6005038324991862,0.6686666666666666,0.6005038324991862,-0.06816283416748048
subject_22_task_5_6,22,5_6,高,6.533333333333333,5.961786270141602,0.8571428571428571,0.3466666666666667,0.4038213729858398,0.5508571428571428,0.5851499666486467,0.6019047619047619,0.6304821150643485,0.652952380952381,0.6758142634800501,0.704,0.7211464118957519,0.704,0.7211464118957519,0.017146411895751945
subject_23_task_3,23,3,低,2.4,2.6682004928588867,0.625,0.76,0.7331799507141114,0.706,0.6899079704284667,0.6925,0.6790899753570556,0.679,0.6682719802856445,0.6655,0.6574539852142334,0.6655,0.6574539852142334,-0.008046014785766609
subject_23_task_5,23,5,低,5.933333333333334,5.642910003662109,0.6666666666666666,0.4066666666666666,0.435708999633789,0.5106666666666666,0.5280920664469401,0.5366666666666666,0.5511878331502278,0.5626666666666666,0.5742835998535156,0.5886666666666667,0.5973793665568033,0.5886666666666667,0.5973793665568033,0.008712699890136677
subject_23_task_5_6,23,5_6,高,6.866666666666666,6.128652095794678,0.7142857142857143,0.3133333333333333,0.3871347904205322,0.47371428571428575,0.5179951599666051,0.5138095238095238,0.5507102523531233,0.5539047619047619,0.5834253447396415,0.594,0.6161404371261596,0.594,0.6161404371261596,0.02214043712615965
subject_23_task_5_6_repeat_1,23,5_6,高,6.533333333333333,6.297797203063965,0.7142857142857143,0.3466666666666667,0.3702202796936035,0.49371428571428577,0.5078464535304479,0.5304761904761905,0.5422529969896589,0.5672380952380952,0.5766595404488699,0.604,0.611066083908081,0.604,0.611066083908081,0.007066083908081056
subject_24_task_3,24,3,低,4.2,3.467954397201538,1.0,0.58,0.6532045602798462,0.748,0.7919227361679078,0.79,0.8266022801399231,0.832,0.8612818241119384,0.874,0.8959613680839539,0.874,0.8959613680839539,0.02196136808395388
subject_24_task_4,24,4,中,5.6,5.985544681549072,1.0,0.44,0.4014455318450928,0.664,0.6408673191070557,0.72,0.7007227659225463,0.776,0.7605782127380372,0.832,0.8204336595535278,0.832,0.8204336595535278,-0.0115663404464722
subject_24_task_5_6,24,5_6,高,7.333333333333333,5.730350494384766,0.1428571428571428,0.2666666666666667,0.4269649505615234,0.21714285714285714,0.3133218274797711,0.20476190476190476,0.2849110467093331,0.19238095238095237,0.256500265938895,0.18,0.22808948516845698,0.18,0.22808948516845698,0.048089485168456986
subject_25_task_3,25,3,低,4.666666666666667,4.302003383636475,0.5,0.5333333333333333,0.5697996616363525,0.52,0.5418797969818115,0.5166666666666666,0.5348998308181763,0.5133333333333333,0.527919864654541,0.51,0.5209398984909057,0.51,0.5209398984909057,0.010939898490905708
subject_25_task_4,25,4,中,5.666666666666667,5.529561996459961,0.9166666666666666,0.4333333333333333,0.4470438003540039,0.6266666666666667,0.6348929468790689,0.6749999999999999,0.6818552335103353,0.7233333333333333,0.7288175201416015,0.7716666666666666,0.7757798067728678,0.7716666666666666,0.7757798067728678,0.00411314010620123
subject_25_task_5_6,25,5_6,高,6.133333333333334,5.252757549285889,0.2857142857142857,0.3866666666666666,0.4747242450714111,0.34628571428571425,0.39912026132856093,0.33619047619047615,0.3802192653928484,0.32609523809523805,0.36131826945713585,0.31599999999999995,0.34241727352142337,0.31599999999999995,0.34241727352142337,0.026417273521423423
subject_26_task_3,26,3,低,2.933333333333333,3.1965951919555664,0.5,0.7066666666666667,0.6803404808044433,0.624,0.608204288482666,0.6033333333333333,0.5901702404022217,0.5826666666666667,0.5721361923217774,0.562,0.554102144241333,0.562,0.554102144241333,-0.007897855758667083
subject_26_task_4,26,4,中,5.333333333333333,4.6663055419921875,0.25,0.4666666666666667,0.5333694458007813,0.38,0.42002166748046876,0.35833333333333334,0.39168472290039064,0.33666666666666667,0.3633477783203125,0.315,0.3350108337402344,0.315,0.3350108337402344,0.02001083374023438
subject_26_task_5_6,26,5_6,高,6.466666666666667,6.761685848236084,0.1428571428571428,0.3533333333333333,0.3238314151763916,0.2691428571428571,0.25144170624869205,0.24809523809523804,0.2333442790167672,0.227047619047619,0.21524685178484232,0.20599999999999996,0.19714942455291745,0.20599999999999996,0.19714942455291745,-0.00885057544708251
